exercise_name,variation_name,difficulty_level,target_muscle_group,prime_mover_muscle,secondary_muscle,tertiary_muscle,primary_equipment,num_primary_items,secondary_equipment,num_secondary_items,posture,single_or_double_arm,continuous_or_alternating_arms,grip,load_position_ending,continuous_or_alternating_legs,foot_elevation,combination_exercises,movement_pattern_1,movement_pattern_2,movement_pattern_3,plane_of_motion_1,plane_of_motion_2,plane_of_motion_3,body_region,force_type,mechanics,laterality,primary_exercise_classification,time_or_reps,num_sets,time_per_set,rest_time,total_time_seconds,num_reps_per_set,URL
Single Arm Kettlebell Bottoms Up Tall Kneeling Overhead Press,"5 sets of 8 reps per set, 60s rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,1,,0,Tall Kneeling,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,28.0,60.0,380.0,8.0,https://youtu.be/fyC2FBk2vho?si=9A4Unc4H-ndiHFMC
Single Arm Kettlebell Bottoms Up Tall Kneeling Overhead Press,"3 sets of 30 seconds work, 60s rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,1,,0,Tall Kneeling,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,3.0,30.0,60.0,210.0,,https://youtu.be/fyC2FBk2vho?si=9A4Unc4H-ndiHFMC
Single Arm Clubbell Inside Circle to Front Flag Press,4 sets of 30 seconds work with 45 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Unsorted*,,,Transverse Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*,time,4.0,30.0,45.0,300.0,,
Single Arm Clubbell Inside Circle to Front Flag Press,3 sets of 45 seconds work with 60 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Unsorted*,,,Transverse Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*,time,3.0,45.0,60.0,255.0,,
Single Arm Clubbell Inside Circle to Front Flag Press,5 sets of 40 seconds work with 30 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Unsorted*,,,Transverse Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*,time,5.0,40.0,30.0,320.0,,
Single Arm Clubbell Inside Circle to Front Flag Press,3 sets of 60 seconds work with 90 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Unsorted*,,,Transverse Plane,,,Full Body,Push,Compound,Unilateral,Unsorted*,time,3.0,60.0,90.0,360.0,,
Double Clubbell Order Bulgarian Split Squat, 4 sets of 6 reps with 90 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,2,Bench (Flat),1,Single Leg Supported,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,30.0,90.0,390.0,6.0,https://youtu.be/aHIntdF9TlI?si=PlDrrrvPa1NahU-k
Double Clubbell Order Bulgarian Split Squat, 4 sets of 8 reps with 60 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,2,Bench (Flat),1,Single Leg Supported,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,40.0,60.0,400.0,8.0,https://youtu.be/aHIntdF9TlI?si=PlDrrrvPa1NahU-k
Double Clubbell Order Bulgarian Split Squat, 3 sets of 12 reps with 45 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,2,Bench (Flat),1,Single Leg Supported,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,60.0,45.0,315.0,12.0,https://youtu.be/aHIntdF9TlI?si=PlDrrrvPa1NahU-k
Double Clubbell Order Bulgarian Split Squat, 5 sets of 8 reps with 90 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,2,Bench (Flat),1,Single Leg Supported,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,40.0,90.0,665.0,8.0,https://youtu.be/aHIntdF9TlI?si=PlDrrrvPa1NahU-k
Double Clubbell Order Bulgarian Split Squat, 3 sets of 30 seconds work with 60 seconds rest,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Clubbell,2,Bench (Flat),1,Single Leg Supported,Double Arm,Continuous,Neutral,Order,Continuous,Foot Elevated (Rear),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,time,3.0,30.0,60.0,150.0,,https://youtu.be/aHIntdF9TlI?si=PlDrrrvPa1NahU-k
Barbell Hang Squat Clean,4 sets of 2 reps with 3 minutes rest,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1,,0,Standing,Double Arm,Continuous,Pronated,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Olympic Weightlifting,rep,4.0,15.0,180.0,600.0,2.0,https://youtu.be/YZUdVyVV3uI?si=gWL2sofp3-9XG4uU
Barbell Hang Squat Clean,5 sets of 3 reps with 2.5 minutes rest,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1,,0,Standing,Double Arm,Continuous,Pronated,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Olympic Weightlifting,rep,5.0,22.0,150.0,710.0,3.0,https://youtu.be/YZUdVyVV3uI?si=gWL2sofp3-9XG4uU
Barbell Hang Squat Clean,3 sets of 1 rep with 5 minutes rest,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1,,0,Standing,Double Arm,Continuous,Pronated,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Olympic Weightlifting,rep,3.0,7.0,300.0,621.0,1.0,https://youtu.be/YZUdVyVV3uI?si=gWL2sofp3-9XG4uU
Barbell Hang Squat Clean,3 sets of 3 reps with 3 minutes rest,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Barbell,1,,0,Standing,Double Arm,Continuous,Pronated,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Olympic Weightlifting,rep,3.0,22.0,180.0,426.0,3.0,https://youtu.be/YZUdVyVV3uI?si=gWL2sofp3-9XG4uU
Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,"3 sets, 8 reps per arm alternating , 90 sec rest",Intermediate,Abdominals,Rectus Abdominis,Obliques,,Kettlebell,1,Bench (Flat),1,Prone,Single Arm,Alternating,Pronated,Other,Continuous,Feet Elevated,Single Exercise,Anti-Extension,Anti-Rotational,,Sagittal Plane,Frontal Plane,,Midsection,Unsorted*,Compound,Unilateral,Unsorted*,rep,3.0,64.0,90.0,462.0,16.0,https://youtu.be/178a2eYjaow?si=5BIFyTIH_gQo8ef1
Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,"4 sets, 6 reps per arm alternating , 75 sec rest",Intermediate,Abdominals,Rectus Abdominis,Obliques,,Kettlebell,1,Bench (Flat),1,Prone,Single Arm,Alternating,Pronated,Other,Continuous,Feet Elevated,Single Exercise,Anti-Extension,Anti-Rotational,,Sagittal Plane,Frontal Plane,,Midsection,Unsorted*,Compound,Unilateral,Unsorted*,rep,4.0,48.0,75.0,492.0,12.0,https://youtu.be/178a2eYjaow?si=5BIFyTIH_gQo8ef1
Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,"3 sets, 10 reps per arm alternating , 120 sec rest",Intermediate,Abdominals,Rectus Abdominis,Obliques,,Kettlebell,1,Bench (Flat),1,Prone,Single Arm,Alternating,Pronated,Other,Continuous,Feet Elevated,Single Exercise,Anti-Extension,Anti-Rotational,,Sagittal Plane,Frontal Plane,,Midsection,Unsorted*,Compound,Unilateral,Unsorted*,rep,3.0,80.0,120.0,600.0,20.0,https://youtu.be/178a2eYjaow?si=5BIFyTIH_gQo8ef1
Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,"3 sets, 40 seconds alternating reps, 90 sec rest",Intermediate,Abdominals,Rectus Abdominis,Obliques,,Kettlebell,1,Bench (Flat),1,Prone,Single Arm,Alternating,Pronated,Other,Continuous,Feet Elevated,Single Exercise,Anti-Extension,Anti-Rotational,,Sagittal Plane,Frontal Plane,,Midsection,Unsorted*,Compound,Unilateral,Unsorted*,time,3.0,40.0,90.0,390.0,,https://youtu.be/178a2eYjaow?si=5BIFyTIH_gQo8ef1
Alternating Single Arm Kettlebell Feet Elevated Plank Pull Through,"4 sets, 30 seconds alternating reps, 60 sec rest",Intermediate,Abdominals,Rectus Abdominis,Obliques,,Kettlebell,1,Bench (Flat),1,Prone,Single Arm,Alternating,Pronated,Other,Continuous,Feet Elevated,Single Exercise,Anti-Extension,Anti-Rotational,,Sagittal Plane,Frontal Plane,,Midsection,Unsorted*,Compound,Unilateral,Unsorted*,time,4.0,30.0,60.0,360.0,,https://youtu.be/178a2eYjaow?si=5BIFyTIH_gQo8ef1
Miniband Supine Alternating Hip Flexion,"3 sets of 15 reps, 45 seconds rest",Beginner,Hip Flexors,Iliopsoas,Rectus Femoris,,Miniband,1,,0,Supine,No Arms,Continuous,No Grip,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,,,Sagittal Plane,,,Lower Body,Unsorted*,Compound,Unilateral,Unsorted*,rep,3.0,30.0,45.0,225.0,15.0,https://youtu.be/hcB3BdFBk9o?si=NCYoHHaTofHXzx2y
Miniband Supine Alternating Hip Flexion,"4 sets of 20 reps, 60 seconds rest",Beginner,Hip Flexors,Iliopsoas,Rectus Femoris,,Miniband,1,,0,Supine,No Arms,Continuous,No Grip,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,,,Sagittal Plane,,,Lower Body,Unsorted*,Compound,Unilateral,Unsorted*,rep,4.0,40.0,60.0,400.0,20.0,https://youtu.be/hcB3BdFBk9o?si=NCYoHHaTofHXzx2y
Miniband Supine Alternating Hip Flexion,"5 sets of 25 reps, 60 seconds rest",Beginner,Hip Flexors,Iliopsoas,Rectus Femoris,,Miniband,1,,0,Supine,No Arms,Continuous,No Grip,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,,,Sagittal Plane,,,Lower Body,Unsorted*,Compound,Unilateral,Unsorted*,rep,5.0,50.0,60.0,550.0,25.0,https://youtu.be/hcB3BdFBk9o?si=NCYoHHaTofHXzx2y
Miniband Supine Alternating Hip Flexion,"3 sets of 30 seconds work, 45 seconds rest",Beginner,Hip Flexors,Iliopsoas,Rectus Femoris,,Miniband,1,,0,Supine,No Arms,Continuous,No Grip,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,,,Sagittal Plane,,,Lower Body,Unsorted*,Compound,Unilateral,Unsorted*,time,3.0,30.0,45.0,225.0,,https://youtu.be/hcB3BdFBk9o?si=NCYoHHaTofHXzx2y
Miniband Supine Alternating Hip Flexion,"4 sets of 45 seconds work, 60 seconds rest",Beginner,Hip Flexors,Iliopsoas,Rectus Femoris,,Miniband,1,,0,Supine,No Arms,Continuous,No Grip,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,,,Sagittal Plane,,,Lower Body,Unsorted*,Compound,Unilateral,Unsorted*,time,4.0,45.0,60.0,420.0,,https://youtu.be/hcB3BdFBk9o?si=NCYoHHaTofHXzx2y
Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,3 sets of 6 reps with 90 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,30.0,90.0,270.0,6.0,https://youtu.be/zlosFkTwleE?si=kPNf5P_AJZd7Sqrn
Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,4 sets of 8 reps with 75 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,40.0,75.0,385.0,8.0,https://youtu.be/zlosFkTwleE?si=kPNf5P_AJZd7Sqrn
Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,5 sets of 10 reps with 60 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,50.0,60.0,490.0,10.0,https://youtu.be/zlosFkTwleE?si=kPNf5P_AJZd7Sqrn
Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,3 sets of 30 seconds work with 60 seconds rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,3.0,30.0,60.0,210.0,,https://youtu.be/zlosFkTwleE?si=kPNf5P_AJZd7Sqrn
Alternating Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,4 sets of 8 reps with 90 sec rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,32.0,90.0,398.0,8.0,
Alternating Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,5 sets of 5 reps with 120 sec rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,22.5,120.0,592.5,5.0,
Alternating Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,3 sets of 15 reps with 60 sec rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,52.5,60.0,277.5,15.0,
Alternating Double Kettlebell Bottoms Up Tall Kneeling Overhead Press,4 sets of 45 seconds work with 60 sec rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Tall Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,4.0,45.0,60.0,360.0,,
Double Kettlebell Bottoms Up Half Kneeling Overhead Press,4 sets of 8 reps with 90s rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,32.0,90.0,398.0,8.0,https://youtu.be/IoGfLT_8cPA?si=0w2tJHQG6XulCr7c
Double Kettlebell Bottoms Up Half Kneeling Overhead Press,5 sets of 5 reps with 120s rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,20.0,120.0,580.0,5.0,https://youtu.be/IoGfLT_8cPA?si=0w2tJHQG6XulCr7c
Double Kettlebell Bottoms Up Half Kneeling Overhead Press,3 sets of 12 reps with 60s rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,48.0,60.0,264.0,12.0,https://youtu.be/IoGfLT_8cPA?si=0w2tJHQG6XulCr7c
Double Kettlebell Bottoms Up Half Kneeling Overhead Press,4 sets of 30s work with 90s rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,4.0,30.0,90.0,390.0,,https://youtu.be/IoGfLT_8cPA?si=0w2tJHQG6XulCr7c
Double Kettlebell Bottoms Up Half Kneeling Overhead Press,5 sets of 20s work with 60s rest,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,5.0,20.0,60.0,340.0,,https://youtu.be/IoGfLT_8cPA?si=0w2tJHQG6XulCr7c
Alternating Double Kettlebell Bottoms Up Half Kneeling Overhead Press,"Strength focus - 4 sets of 6 reps, 90s rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,48.0,90.0,552.0,6.0,
Alternating Double Kettlebell Bottoms Up Half Kneeling Overhead Press,"Hypertrophy focus - 4 sets of 10 reps, 60s rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,80.0,60.0,560.0,10.0,
Alternating Double Kettlebell Bottoms Up Half Kneeling Overhead Press,"Muscular endurance - 3 sets of 15 reps, 45s rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,120.0,45.0,435.0,15.0,
Alternating Double Kettlebell Bottoms Up Half Kneeling Overhead Press,"Time-based moderate intensity - 3 sets of 60s, 60s rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,3.0,60.0,60.0,180.0,,
Alternating Double Kettlebell Bottoms Up Half Kneeling Overhead Press,"Time-based endurance - 4 sets of 90s, 45s rest",Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,,Kettlebell,2,,0,Half Kneeling,Double Arm,Alternating,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Unilateral,Bodybuilding,time,4.0,90.0,45.0,495.0,,
Single Arm Clubbell Barbarian Squat,3 sets of 8 reps with 60 sec rest,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Unilateral,Unsorted*,rep,3.0,30.0,60.0,210.0,8.0,https://youtu.be/g1NRUDyqlH8?si=D2hTo9Ntck6F1dcx
Single Arm Clubbell Barbarian Squat,4 sets of 10 reps with 75 sec rest,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Unilateral,Unsorted*,rep,4.0,35.0,75.0,365.0,10.0,https://youtu.be/g1NRUDyqlH8?si=D2hTo9Ntck6F1dcx
Single Arm Clubbell Barbarian Squat,5 sets of 6 reps with 90 sec rest,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Unilateral,Unsorted*,rep,5.0,23.0,90.0,475.0,6.0,https://youtu.be/g1NRUDyqlH8?si=D2hTo9Ntck6F1dcx
Single Arm Clubbell Barbarian Squat,3 sets of 30 seconds with 60 sec rest,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Unilateral,Unsorted*,time,3.0,30.0,60.0,210.0,,https://youtu.be/g1NRUDyqlH8?si=D2hTo9Ntck6F1dcx
Single Arm Clubbell Barbarian Squat,4 sets of 40 seconds with 75 sec rest,Novice,Quadriceps,Quadriceps Femoris,Posterior Deltoids,,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Push & Pull,Compound,Unilateral,Unsorted*,time,4.0,40.0,75.0,385.0,,https://youtu.be/g1NRUDyqlH8?si=D2hTo9Ntck6F1dcx
Single Arm Clubbell Single Leg Standing Bent Knee Ipsilateral Shield Cast,3 sets of 30 seconds work with 60 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,,0,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Full Body,Pull,Compound,Ipsilateral,Balance,time,3.0,30.0,60.0,270.0,,
Single Arm Clubbell Single Leg Standing Bent Knee Ipsilateral Shield Cast,4 sets of 25 seconds work with 45 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,,0,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Full Body,Pull,Compound,Ipsilateral,Balance,time,4.0,25.0,45.0,280.0,,
Single Arm Clubbell Single Leg Standing Bent Knee Ipsilateral Shield Cast,5 sets of 20 seconds work with 90 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,,0,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Full Body,Pull,Compound,Ipsilateral,Balance,time,5.0,20.0,90.0,460.0,,
Single Arm Clubbell Single Leg Standing Bent Knee Ipsilateral Shield Cast,3 sets of 45 seconds work with 90 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Clubbell,1,,0,Single Leg Standing Bent Knee,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,Frontal Plane,,Full Body,Pull,Compound,Ipsilateral,Balance,time,3.0,45.0,90.0,360.0,,
Clubbell Order Cyclist Squat,3 sets of 10 reps with 60 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Soleus,Clubbell,1,Slant Board,1,Standing,Double Arm,Continuous,Neutral,Order,Continuous,Heels Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,rep,3.0,40.0,60.0,200.0,10.0,https://youtu.be/_ckOSXnMuXo?si=ljb43FTe1n7YBdl8
Clubbell Order Cyclist Squat,4 sets of 15 reps with 45 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Soleus,Clubbell,1,Slant Board,1,Standing,Double Arm,Continuous,Neutral,Order,Continuous,Heels Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,rep,4.0,60.0,45.0,375.0,15.0,https://youtu.be/_ckOSXnMuXo?si=ljb43FTe1n7YBdl8
Clubbell Order Cyclist Squat,5 sets of 6 reps with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Soleus,Clubbell,1,Slant Board,1,Standing,Double Arm,Continuous,Neutral,Order,Continuous,Heels Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,rep,5.0,24.0,90.0,456.0,6.0,https://youtu.be/_ckOSXnMuXo?si=ljb43FTe1n7YBdl8
Clubbell Order Cyclist Squat,4 sets of 12 reps with 45 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Soleus,Clubbell,1,Slant Board,1,Standing,Double Arm,Continuous,Neutral,Order,Continuous,Heels Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,rep,4.0,48.0,45.0,327.0,12.0,https://youtu.be/_ckOSXnMuXo?si=ljb43FTe1n7YBdl8
Clubbell Order Cyclist Squat,3 sets of 8 reps with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Soleus,Clubbell,1,Slant Board,1,Standing,Double Arm,Continuous,Neutral,Order,Continuous,Heels Elevated,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Bilateral,Bodybuilding,rep,3.0,32.0,90.0,244.0,8.0,https://youtu.be/_ckOSXnMuXo?si=ljb43FTe1n7YBdl8
